0,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-0.000000e+00,-0.000000e+00,0.000000e+00,0.000000e+00,
9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,
5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,
-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,
-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,
-2.449294e-16,-7.568733e-17,1.981520e-16,1.981520e-16,-7.568733e-17,-2.449294e-16,-7.568733e-17,1.981520e-16,1.981520e-16,-7.568733e-17,-2.449294e-16,-7.568733e-17,1.981520e-16,1.981520e-16,-7.568733e-17,-2.449294e-16,-7.568733e-17,1.981520e-16,1.981520e-16,-7.568733e-17,-2.449294e-16,-7.568733e-17,1.981520e-16,1.981520e-16,-7.568733e-17,-2.449294e-16,
9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,
5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,1.816356e-01,-4.755283e-01,-4.755283e-01,1.816356e-01,5.877853e-01,
-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,-1.816356e-01,4.755283e-01,4.755283e-01,-1.816356e-01,-5.877853e-01,
-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,-2.938926e-01,7.694209e-01,7.694209e-01,-2.938926e-01,-9.510565e-01,
-4.898587e-16,-1.513747e-16,3.963040e-16,3.963040e-16,-1.513747e-16,-4.898587e-16,-1.513747e-16,3.963040e-16,3.963040e-16,-1.513747e-16,-4.898587e-16,-1.513747e-16,3.963040e-16,3.963040e-16,-1.513747e-16,-4.898587e-16,-1.513747e-16,3.963040e-16,3.963040e-16,-1.513747e-16,-4.898587e-16,-1.513747e-16,3.963040e-16,3.963040e-16,-1.513747e-16,-4.898587e-16,
9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,2.938926e-01,-7.694209e-01,-7.694209e-01,2.938926e-01,9.510565e-01,
